Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,98831667,9,6,336,11595,336,0,37.33333333,112.0,5792,0,1932.5,2181.008184,120.7204165,0.151773217,7059404.786,26400000.0,98800000,1,98800000,12400000.0,34900000.0,98800000,1,16390,3278.0,7079.692507,15942,44,0,0,0,0,296,200,0.09106393,0.060709287,0,5792,745.6875,1579.185854,2493827.963,0,0,0,0,1,0,0,0,0,795.4,37.33333333,1932.5,0,0,0,0,0,0,9,336,6,11595,274,235,1,32,1001.0,0.0,1001,1001,98800000.0,0.0,98800000,98800000,DoS Hulk
80,85127245,6,6,362,11595,344,0,60.33333333,138.998801,7240,0,1932.5,2848.073577,140.4603191,0.140965445,7738840.455,25600000.0,85000000,1,85000000,17000000.0,38000000.0,85000000,1,85100000,17000000.0,38000000.0,85000000,195,0,0,0,0,164,200,0.070482723,0.070482723,0,7240,920.2307692,2083.160906,4339559.359,1,0,0,0,0,0,0,0,1,996.9166667,60.33333333,1932.5,0,0,0,0,0,0,6,362,6,11595,0,235,3,20,13990.0,0.0,13990,13990,85000000.0,0.0,85000000,85000000,DoS Hulk
80,100054731,10,6,345,11595,345,0,34.5,109.0985793,5792,0,1932.5,2181.008184,119.3346869,0.159912478,6670315.4,25800000.0,99900000,1,99900000,11100000.0,33300000.0,99900000,1,151376,30275.2,61602.50688,140153,47,0,0,0,0,328,200,0.099945299,0.059967179,0,5792,702.3529412,1539.566739,2370265.743,0,0,0,0,1,0,0,0,0,746.25,34.5,1932.5,0,0,0,0,0,0,10,345,6,11595,274,235,1,32,1984.0,0.0,1984,1984,99900000.0,0.0,99900000,99900000,DoS Hulk
80,13007,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,922.5801492,230.6450373,6503.5,9157.739923,12979,28,13007,13007.0,0.0,13007,13007,0,0.0,0.0,0,0,0,0,0,0,40,32,153.7633582,76.8816791,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85385995,8,6,329,11595,323,0,41.125,113.9140497,5792,0,1932.5,2181.008184,139.6481941,0.163961315,6568153.462,23600000.0,85300000,2,85300000,12200000.0,32200000.0,85300000,2,133344,26668.8,53547.23567,122086,51,0,0,0,0,252,200,0.09369218,0.070269135,0,5792,794.9333333,1621.659224,2629778.638,0,0,0,0,1,0,0,0,0,851.7142857,41.125,1932.5,0,0,0,0,0,0,8,329,6,11595,251,235,2,20,960.0,0.0,960,960,85300000.0,0.0,85300000,85300000,DoS Hulk
80,726,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5509.641873,242.0,25.05992817,266,216,726,242.0,25.05992817,266,216,0,0.0,0.0,0,0,0,0,0,0,128,0,5509.641873,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1021,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4897.159647,255.25,507.8335521,1017,1,1021,255.25,507.8335521,1017,1,0,0.0,0.0,0,0,0,0,0,0,160,0,4897.159647,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,86595215,9,6,352,11595,352,0,39.11111111,117.3333333,5792,0,1932.5,2537.820147,137.9637431,0.173219733,6185372.5,22900000.0,85600000,1,86600000,10800000.0,30200000.0,85600000,1,3311,662.2,995.7169276,2312,2,0,0,0,0,304,200,0.10393184,0.069287893,0,5792,746.6875,1747.631186,3054214.763,0,0,0,0,1,0,0,0,0,796.4666667,39.11111111,1932.5,0,0,0,0,0,0,9,352,6,11595,274,235,1,32,571.0,0.0,571,571,85600000.0,0.0,85600000,85600000,DoS Hulk
80,83866351,8,4,354,11595,342,0,44.25,120.3396978,8688,0,2898.75,4095.56617,142.4766889,0.143084799,7624213.727,25200000.0,83700000,0,83700000,12000000.0,31600000.0,83700000,0,148677,49559.0,73848.22482,134456,187,0,0,0,0,240,136,0.095389866,0.047694933,0,8688,919.1538462,2467.557154,6088838.308,0,0,0,0,1,0,0,0,0,995.75,44.25,2898.75,0,0,0,0,0,0,8,354,4,11595,251,235,3,20,1010.0,0.0,1010,1010,83700000.0,0.0,83700000,83700000,DoS Hulk
80,98762872,8,8,353,11595,353,0,44.125,124.8043469,2896,0,1449.375,1338.89474,120.9766358,0.162004199,6584191.467,25500000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,73592,10513.14286,17793.2888,36952,2,0,0,0,0,264,264,0.0810021,0.0810021,0,2896,702.8235294,1147.858072,1317578.154,0,0,0,0,1,0,0,0,1,746.75,44.125,1449.375,0,0,0,0,0,0,8,353,8,11595,274,235,1,32,1986.0,0.0,1986,1986,98700000.0,0.0,98700000,98700000,DoS Hulk
80,85421002,7,5,296,11595,296,0,42.28571429,111.877484,5792,0,2319.0,3170.403917,139.204642,0.140480675,7765545.636,25700000.0,85300000,0,85300000,14200000.0,34800000.0,85300000,0,148376,37094.0,65650.76037,135145,47,0,0,0,0,232,168,0.08194706,0.058533614,0,5792,914.6923077,2166.134398,4692138.231,0,0,0,0,1,0,0,0,0,990.9166667,42.28571429,2319.0,0,0,0,0,0,0,7,296,5,11595,274,235,1,32,4.0,0.0,4,4,85300000.0,0.0,85300000,85300000,DoS Hulk
80,85444964,9,6,357,11595,357,0,39.66666667,119.0,4344,0,1932.5,1753.015202,139.8795136,0.175551598,6103211.714,22800000.0,85300000,4,85300000,10700000.0,30200000.0,85300000,4,151703,30340.6,60019.40596,137162,66,0,0,0,0,296,200,0.105330959,0.070220639,0,4344,747.0,1389.77106,1931463.6,0,0,0,0,1,0,0,0,0,796.8,39.66666667,1932.5,0,0,0,0,0,0,9,357,6,11595,251,235,1,32,1699.0,0.0,1699,1699,85300000.0,0.0,85300000,85300000,DoS Hulk
80,98532638,7,6,332,11595,326,0,47.42857143,122.858804,5792,0,1932.5,2537.820147,121.0461857,0.131935978,8211053.167,28400000.0,98500000,1,98500000,16400000.0,40200000.0,98500000,1,1381,276.2,492.7541984,1154,2,0,0,0,0,220,200,0.07104245,0.060893528,0,5792,851.9285714,1851.306253,3427334.841,0,0,0,0,1,0,0,0,0,917.4615385,47.42857143,1932.5,0,0,0,0,0,0,7,332,6,11595,274,235,2,20,2008.0,0.0,2008,2008,98500000.0,0.0,98500000,98500000,DoS Hulk
80,115674397,8,5,375,11595,369,0,46.875,130.1750881,5803,0,2319.0,3175.423909,103.4801158,0.11238442,9639533.083,28700000.0,99700000,3,116000000,16500000.0,37100000.0,99700000,3,1835,458.75,505.8434376,985,3,0,0,0,0,260,168,0.069159643,0.043224777,0,5803,855.0,2096.222243,4394147.692,0,0,0,0,1,0,0,0,0,920.7692308,46.875,2319.0,0,0,0,0,0,0,8,375,5,11595,251,235,2,20,1995.0,0.0,1995,1995,57800000.0,59100000.0,99700000,16000000,DoS Hulk
80,85113229,8,7,348,11595,342,0,43.5,120.6304866,5792,0,1656.428571,2118.227235,140.3189626,0.176235823,6079516.357,22700000.0,85000000,3,85000000,12100000.0,32100000.0,85000000,3,147461,24576.83333,54747.21241,135975,44,0,0,0,0,252,232,0.093992439,0.082243384,0,5792,746.4375,1577.548857,2488660.396,0,0,0,0,1,0,0,0,0,796.2,43.5,1656.428571,0,0,0,0,0,0,8,348,7,11595,274,235,2,20,1963.0,0.0,1963,1963,85000000.0,0.0,85000000,85000000,DoS Hulk
80,1977,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,3034.901366,2023.267577,659.0,567.2468598,987,4,1977,659.0,567.2468598,987,4,0,0.0,0.0,0,0,0,0,0,0,116,0,2023.267577,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,0,0,0,0,0,0,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,995,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4020.100503,331.6666667,571.0029188,991,0,995,331.6666667,571.0029188,991,0,0,0.0,0.0,0,0,0,0,0,0,128,0,4020.100503,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98709273,5,6,389,11595,377,0,77.8,167.2847871,5792,0,1932.5,2365.476337,121.4070334,0.111438365,9870927.3,31200000.0,98700000,47,98700000,24700000.0,49300000.0,98700000,982,98700000,19700000.0,44100000.0,98700000,186,0,0,0,0,144,200,0.050653802,0.060784563,0,5792,999.1666667,1871.969252,3504268.879,1,0,0,0,0,0,0,0,1,1090.0,77.8,1932.5,0,0,0,0,0,0,5,389,6,11595,0,235,2,20,11016.0,0.0,11016,11016,98700000.0,0.0,98700000,98700000,DoS Hulk
80,972,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2057.613169,972.0,0.0,972,972,972,972.0,0.0,972,972,0,0.0,0.0,0,0,0,0,0,0,64,0,2057.613169,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85000133,7,6,335,11595,311,0,47.85714286,116.0695604,5792,0,1932.5,2989.558881,140.3527216,0.152940937,7083344.417,24500000.0,84800000,0,84900000,14100000.0,34600000.0,84800000,0,85000000,17000000.0,37900000.0,84800000,85,0,0,0,0,184,200,0.082352812,0.070588125,0,5792,852.5714286,2094.22755,4385789.033,1,0,0,0,0,0,0,0,0,918.1538462,47.85714286,1932.5,0,0,0,0,0,0,7,335,6,11595,0,235,4,20,9980.0,0.0,9980,9980,84800000.0,0.0,84800000,84800000,DoS Hulk
80,85239312,6,6,374,11595,356,0,62.33333333,143.8967222,7240,0,1932.5,3126.682571,140.4164313,0.140780113,7749028.364,25600000.0,85100000,0,85100000,17000000.0,38000000.0,85100000,0,85200000,17000000.0,38000000.0,85100000,160,0,0,0,0,164,200,0.070390057,0.070390057,0,7240,921.1538462,2243.214206,5032009.974,1,0,0,0,0,0,0,0,1,997.9166667,62.33333333,1932.5,0,0,0,0,0,0,6,374,6,11595,0,235,3,20,10003.0,0.0,10003,10003,85100000.0,0.0,85100000,85100000,DoS Hulk
80,149473,3,6,369,11595,369,0,123.0,213.0422493,7240,0,1932.5,2845.835677,80041.21146,60.21154322,18684.125,46864.36933,134144,4,14961,7480.5,7795.852263,12993,1968,149446,29889.2,58637.71466,134144,4,0,0,0,0,104,200,20.07051441,40.14102881,0,7240,1196.4,2326.744803,5413741.378,0,0,0,1,0,0,0,0,2,1329.333333,123.0,1932.5,0,0,0,0,0,0,3,369,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85447294,9,7,361,11595,355,0,40.11111111,118.1000047,4344,0,1656.428571,1757.579003,139.9225118,0.187249932,5696486.267,22000000.0,85300000,1,85300000,10700000.0,30200000.0,85300000,1,144651,24108.5,52710.57535,131188,32,0,0,0,0,284,232,0.105328087,0.081921845,0,4344,703.2941176,1356.886821,1841141.846,0,0,0,0,1,0,0,0,0,747.25,40.11111111,1656.428571,0,0,0,0,0,0,9,361,7,11595,274,235,2,20,2016.0,0.0,2016,2016,85300000.0,0.0,85300000,85300000,DoS Hulk
80,100165630,6,7,389,11595,371,0,64.83333333,150.019221,4344,0,1656.428571,1760.597234,119.6418372,0.129785037,8347135.833,28900000.0,100000000,1,100000000,20000000.0,44700000.0,100000000,1,100000000,16700000.0,40800000.0,100000000,34,0,0,0,0,164,232,0.059900786,0.069884251,0,4344,856.4285714,1459.022629,2128747.033,1,0,0,0,0,0,0,0,1,922.3076923,64.83333333,1656.428571,0,0,0,0,0,0,6,389,7,11595,0,235,3,20,10992.0,0.0,10992,10992,100000000.0,0.0,100000000,100000000,DoS Hulk
80,97863602,7,6,366,11595,366,0,52.28571429,138.3349971,5792,0,1932.5,2362.781391,122.2211298,0.132837947,8155300.167,28200000.0,97800000,3,97800000,16300000.0,39900000.0,97800000,3,53643,10728.6,18178.9598,42140,95,0,0,0,0,232,200,0.071528125,0.061309822,0,5792,854.3571429,1759.283228,3095077.478,0,0,0,0,1,0,0,0,0,920.0769231,52.28571429,1932.5,0,0,0,0,0,0,7,366,6,11595,251,235,1,32,798.0,0.0,798,798,97800000.0,0.0,97800000,97800000,DoS Hulk
80,84704471,8,7,304,11595,304,0,38.0,107.4802307,5792,0,1656.428571,2118.227235,140.4766462,0.177086284,6050319.357,22600000.0,84600000,1,84600000,12100000.0,32000000.0,84600000,1,148820,24803.33333,54825.20823,136293,28,0,0,0,0,264,232,0.094446018,0.082640266,0,5792,743.6875,1578.414551,2491392.496,0,0,0,0,1,0,0,0,0,793.2666667,38.0,1656.428571,0,0,0,0,0,0,8,304,7,11595,251,235,1,32,985.0,0.0,985,985,84600000.0,0.0,84600000,84600000,DoS Hulk
80,98710817,7,6,330,11595,324,0,47.14285714,122.103001,5792,0,1932.5,2181.008184,120.8074288,0.131697826,8225901.417,28500000.0,98700000,0,98700000,16500000.0,40300000.0,98700000,0,11455,2291.0,4818.461009,10909,45,0,0,0,0,220,200,0.070914214,0.060783612,0,5792,851.7857143,1667.30525,2779906.797,0,0,0,0,1,0,0,0,0,917.3076923,47.14285714,1932.5,0,0,0,0,0,0,7,330,6,11595,251,235,2,20,1004.0,0.0,1004,1004,98700000.0,0.0,98700000,98700000,DoS Hulk
80,98851698,8,6,354,11595,354,0,44.25,125.1579003,5792,0,1932.5,2181.008184,120.878045,0.141626298,7603976.769,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,150391,30078.2,61114.08162,139074,45,0,0,0,0,264,200,0.080929313,0.060696985,0,5792,796.6,1621.24431,2628433.114,0,0,0,0,1,0,0,0,0,853.5,44.25,1932.5,0,0,0,0,0,0,8,354,6,11595,274,235,1,32,982.0,0.0,982,982,98700000.0,0.0,98700000,98700000,DoS Hulk
80,98305796,8,6,379,11595,373,0,47.375,131.5891197,5792,0,1932.5,2181.008184,121.8036015,0.142412763,7561984.308,27200000.0,98300000,1,98300000,14000000.0,37100000.0,98300000,1,48551,9710.2,15707.13429,36249,46,0,0,0,0,252,200,0.081378722,0.061034041,0,5792,798.2666667,1620.670957,2626574.352,0,0,0,0,1,0,0,0,0,855.2857143,47.375,1932.5,0,0,0,0,0,0,8,379,6,11595,251,235,2,20,1988.0,0.0,1988,1988,98300000.0,0.0,98300000,98300000,DoS Hulk
80,84543440,8,6,682,11595,341,0,85.25,157.852327,4344,0,1932.5,1754.831473,145.2152881,0.165595344,6503341.538,23300000.0,84200000,3,84400000,12100000.0,31800000.0,84200000,3,364796,72959.2,104905.3139,228048,15,0,0,0,0,264,200,0.094625911,0.070969433,0,4344,818.4666667,1413.929472,1999196.552,0,0,0,0,1,0,0,0,0,876.9285714,85.25,1932.5,0,0,0,0,0,0,8,682,6,11595,251,235,2,32,978.0,0.0,978,978,84200000.0,0.0,84200000,84200000,DoS Hulk
80,99221766,6,7,315,11595,297,0,52.5,119.8161091,5792,0,1656.428571,2120.732252,120.0341465,0.131019639,8268480.5,28600000.0,99200000,2,99200000,19800000.0,44400000.0,99200000,2,99200000,16500000.0,40500000.0,99200000,45,0,0,0,0,164,232,0.060470603,0.070549037,0,5792,851.1428571,1667.274508,2779804.286,1,0,0,0,0,0,0,0,1,916.6153846,52.5,1656.428571,0,0,0,0,0,0,6,315,7,11595,0,235,3,20,12969.0,0.0,12969,12969,99200000.0,0.0,99200000,99200000,DoS Hulk
80,99673732,6,6,374,11595,374,0,62.33333333,152.6848606,4344,0,1932.5,1754.831473,120.0817884,0.120392803,9061248.364,30000000.0,99500000,1,99500000,19900000.0,44500000.0,99500000,1,146547,29309.4,58887.29052,134241,9,0,0,0,0,200,200,0.060196402,0.060196402,0,4344,920.6923077,1497.904502,2243717.897,0,0,0,0,1,0,0,0,1,997.4166667,62.33333333,1932.5,0,0,0,0,0,0,6,374,6,11595,274,235,1,32,4.0,0.0,4,4,99500000.0,0.0,99500000,99500000,DoS Hulk
80,84050447,7,4,297,11595,291,0,42.42857143,109.632503,10136,0,2898.75,4873.608203,141.4864575,0.130873783,8405044.7,26500000.0,83900000,1,83900000,14000000.0,34300000.0,83900000,1,147736,49245.33333,70159.95848,129608,187,0,0,0,0,220,136,0.083283317,0.047590467,0,10136,991.0,2910.278368,8469720.182,0,0,0,0,1,0,0,0,0,1081.090909,42.42857143,2898.75,0,0,0,0,0,0,7,297,4,11595,251,235,2,20,1980.0,0.0,1980,1980,83900000.0,0.0,83900000,83900000,DoS Hulk
80,98091710,5,6,369,11595,357,0,73.8,158.3420348,8688,0,1932.5,3506.021777,121.9674935,0.112139956,9809171.0,31000000.0,98000000,3,98000000,24500000.0,49000000.0,98000000,3,98100000,19600000.0,43800000.0,98000000,50,0,0,0,0,144,200,0.050972707,0.061167248,0,8688,997.5,2559.39913,6550523.909,1,0,0,0,0,0,0,0,1,1088.181818,73.8,1932.5,0,0,0,0,0,0,5,369,6,11595,0,235,2,20,12017.0,0.0,12017,12017,98000000.0,0.0,98000000,98000000,DoS Hulk
80,86414661,7,6,307,11595,307,0,43.85714286,116.0350932,5792,0,1932.5,2537.820147,137.7312584,0.150437436,7201221.75,24600000.0,85400000,1,86400000,14400000.0,34800000.0,85400000,1,1547,309.4,370.1078221,891,2,0,0,0,0,240,200,0.081004773,0.069432663,0,5792,850.1428571,1851.939559,3429680.132,0,0,0,0,1,0,0,0,0,915.5384615,43.85714286,1932.5,0,0,0,0,0,0,7,307,6,11595,274,235,1,32,6.0,0.0,6,6,85400000.0,0.0,85400000,85400000,DoS Hulk
80,151530,3,6,353,11595,353,0,117.6666667,203.804645,4344,0,1932.5,1754.831473,78849.07279,59.39417937,18941.25,48027.70447,137193,4,14011,7005.5,9901.616257,14007,4,151481,30296.2,60059.56678,137193,49,0,0,0,0,104,200,19.79805979,39.59611958,0,4344,1194.8,1621.167056,2628182.622,0,0,0,1,0,0,0,0,2,1327.555556,117.6666667,1932.5,0,0,0,0,0,0,3,353,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,93659,3,6,374,11595,374,0,124.6666667,215.9290007,5792,0,1932.5,2181.008184,127793.3781,96.09327454,11707.375,28389.41994,81350,10,12008,6004.0,7037.126686,10980,1028,93601,18720.2,35386.00363,81350,46,0,0,0,0,104,200,32.03109151,64.06218303,0,5792,1196.9,1885.780148,3556166.767,0,0,0,1,0,0,0,0,2,1329.888889,124.6666667,1932.5,0,0,0,0,0,0,3,374,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85649258,7,6,371,11595,365,0,53.0,137.5972383,7240,0,1932.5,2845.835677,139.7093247,0.151781817,7137438.167,24700000.0,85500000,1,85500000,14300000.0,34900000.0,85500000,1,146543,29308.6,58259.07273,133053,93,0,0,0,0,220,200,0.081728671,0.070053146,0,7240,854.7142857,2015.459307,4062076.22,0,0,0,0,1,0,0,0,0,920.4615385,53.0,1932.5,0,0,0,0,0,0,7,371,6,11595,274,235,2,20,1009.0,0.0,1009,1009,85500000.0,0.0,85500000,85500000,DoS Hulk
80,17,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,17,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0,0,0,64,0,117647.0588,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,83583104,7,7,394,11595,370,0,56.28571429,138.3639094,5792,0,1656.428571,2120.732252,143.4380805,0.167497967,6429469.538,23100000.0,83500000,4,83500000,13900000.0,34100000.0,83500000,4,83600000,13900000.0,34100000.0,83500000,47,0,0,0,0,184,232,0.083748984,0.083748984,0,5792,799.6666667,1619.885343,2624028.524,1,0,0,0,0,0,0,0,1,856.7857143,56.28571429,1656.428571,0,0,0,0,0,0,7,394,7,11595,0,235,4,20,10995.0,0.0,10995,10995,83500000.0,0.0,83500000,83500000,DoS Hulk
80,99861825,5,8,347,11595,335,0,69.4,148.5052188,4344,0,1449.375,1729.380148,119.5852369,0.130179876,8321818.75,28800000.0,99700000,5,99700000,24900000.0,49800000.0,99700000,5,99900000,14300000.0,37700000.0,99700000,46,0,0,0,0,144,264,0.050069183,0.080110693,0,4344,853.4285714,1458.565191,2127412.418,1,0,0,0,0,0,0,0,1,919.0769231,69.4,1449.375,0,0,0,0,0,0,5,347,8,11595,0,235,2,20,10985.0,0.0,10985,10985,99700000.0,0.0,99700000,99700000,DoS Hulk
80,99887636,9,6,712,11595,356,0,79.11111111,156.9812445,5792,0,1932.5,2181.008184,123.2084419,0.150168736,7134831.143,26600000.0,99500000,1,99700000,12500000.0,35200000.0,99500000,1,375551,75110.2,103345.1913,203732,45,0,0,0,0,296,200,0.090101241,0.060067494,0,5792,769.1875,1570.104082,2465226.829,0,0,0,0,1,0,0,0,0,820.4666667,79.11111111,1932.5,0,0,0,0,0,0,9,712,6,11595,251,235,2,32,1013.0,0.0,1013,1013,99500000.0,0.0,99500000,99500000,DoS Hulk
80,97898669,7,5,369,11595,369,0,52.71428571,139.4688905,5792,0,2319.0,3170.403917,122.2079945,0.122575722,8899879.0,29500000.0,97900000,3,97900000,16300000.0,40000000.0,97900000,3,32441,8110.25,9811.640073,20193,85,0,0,0,0,232,168,0.071502504,0.051073217,0,5792,920.3076923,2164.490871,4685020.731,0,0,0,0,1,0,0,0,0,997.0,52.71428571,2319.0,0,0,0,0,0,0,7,369,5,11595,251,235,1,32,470.0,0.0,470,470,97900000.0,0.0,97900000,97900000,DoS Hulk
80,1361,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4408.523145,272.2,208.5178649,479,46,1361,272.2,208.5178649,479,46,0,0.0,0.0,0,0,0,0,0,0,192,0,4408.523145,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,34666,3,6,297,11595,297,0,99.0,171.4730299,5792,0,1932.5,2181.008184,343045.0586,259.6203773,4333.25,8992.891633,25216,4,9004,4502.0,6361.132604,9000,4,34633,6926.6,10946.48123,25216,47,0,0,0,0,104,200,86.54012577,173.0802515,0,5792,1189.2,1889.666743,3570840.4,0,0,0,1,0,0,0,0,2,1321.333333,99.0,1932.5,0,0,0,0,0,0,3,297,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98825887,8,6,307,11595,307,0,38.375,108.5408909,5792,0,1932.5,2181.008184,120.4340316,0.141663287,7601991.308,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,150536,30107.2,60554.7634,138041,47,0,0,0,0,264,200,0.08095045,0.060712837,0,5792,793.4666667,1622.205944,2631552.124,0,0,0,0,1,0,0,0,0,850.1428571,38.375,1932.5,0,0,0,0,0,0,8,307,6,11595,251,235,1,32,989.0,0.0,989,989,98700000.0,0.0,98700000,98700000,DoS Hulk
80,99046866,9,5,348,11595,348,0,38.66666667,116.0,10136,0,2319.0,4414.366206,120.5792821,0.141347228,7618989.692,27500000.0,99000000,1,99000000,12400000.0,35000000.0,99000000,1,51600,12900.0,19255.16313,40948,199,0,0,0,0,296,168,0.090866075,0.050481153,0,10136,796.2,2611.06722,6817672.029,0,0,0,0,1,0,0,0,0,853.0714286,38.66666667,2319.0,0,0,0,0,0,0,9,348,5,11595,251,235,1,32,4032.0,0.0,4032,4032,99000000.0,0.0,99000000,99000000,DoS Hulk
80,98371606,8,6,327,11595,327,0,40.875,115.6119587,4355,0,1932.5,2182.468304,121.1935078,0.142317489,7567046.615,27300000.0,98400000,0,98400000,14100000.0,37200000.0,98400000,0,1410,282.0,417.6787043,981,2,0,0,0,0,264,200,0.08132428,0.06099321,0,4355,794.8,1622.487077,2632464.314,0,0,0,0,1,0,0,0,0,851.5714286,40.875,1932.5,0,0,0,0,0,0,8,327,6,11595,274,235,1,32,1022.0,0.0,1022,1022,98400000.0,0.0,98400000,98400000,DoS Hulk
80,1028,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5836.575875,205.6,453.5943121,1017,0,1028,205.6,453.5943121,1017,0,0,0.0,0.0,0,0,0,0,0,0,192,0,5836.575875,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85461,3,6,362,11595,362,0,120.6666667,209.0007974,4344,0,1932.5,1754.831473,139911.7726,105.3111946,10682.625,25192.3994,72195,19,12989,6494.5,7778.8817,11995,994,85399,17079.8,31309.68271,72195,19,0,0,0,0,104,200,35.10373153,70.20746305,0,4344,1195.7,1620.650216,2626507.122,0,0,0,1,0,0,0,0,2,1328.555556,120.6666667,1932.5,0,0,0,0,0,0,3,362,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98793675,7,6,376,11595,352,0,53.71428571,131.562044,7240,0,1932.5,3126.682571,121.1717248,0.131587371,8232806.25,28500000.0,98600000,1,98700000,16400000.0,40300000.0,98600000,1,98800000,19800000.0,44100000.0,98600000,85,0,0,0,0,184,200,0.070854738,0.060732633,0,7240,855.5,2169.115692,4705062.885,1,0,0,0,0,0,0,0,0,921.3076923,53.71428571,1932.5,0,0,0,0,0,0,7,376,6,11595,0,235,4,20,16978.0,0.0,16978,16978,98600000.0,0.0,98600000,98600000,DoS Hulk
